R,S,T,I_R,I_S,I_T,Kondisi
220.2,220.92,220.15,1.14,1.16,1.14,0
221.88,221.63,221.89,1.08,1.05,1.07,0
221.28,222.15,220.97,1.14,1.12,1.14,0
220.55,221.08,221.1,1.14,1.13,1.15,0
219.55,210.9,221.5,1.0,1.02,1.35,1
229.44,233.58,231.96,0.98,1.03,0.9,1
232.32,226.82,230.79,0.81,1.17,1.02,1
224.04,224.14,224.27,1.09,1.11,1.1,0
225.05,224.74,225.16,1.21,1.21,1.18,0
222.41,222.43,223.08,1.05,1.07,1.05,0
224.85,225.43,225.2,1.04,1.04,1.04,0
220.96,221.03,222.13,1.15,1.17,1.17,0
234.64,230.79,233.98,1.08,1.14,0.96,1
224.42,229.68,216.48,0.85,0.91,1.2,1
222.53,222.84,222.88,1.18,1.17,1.15,0
210.69,225.39,218.96,1.17,1.15,1.31,1
221.89,217.2,227.74,0.9,1.38,1.05,1
219.53,231.85,222.28,0.87,1.3,0.92,1
226.93,213.34,219.91,1.34,1.1,1.03,1
220.08,220.97,219.67,1.11,1.12,1.11,0
229.56,215.15,212.87,1.14,1.3,1.18,1
212.49,221.19,217.77,1.47,1.48,1.35,1
228.09,221.53,212.4,1.13,1.47,1.27,1
223.27,228.07,215.22,1.31,1.43,1.22,1
223.94,223.08,223.94,1.12,1.15,1.13,0
234.15,233.09,226.12,0.89,1.45,0.91,1
229.52,216.11,234.2,1.07,1.25,1.47,1
224.07,228.49,217.53,1.3,1.15,0.83,1
213.31,230.89,211.06,1.34,1.16,1.04,1
219.33,234.36,221.65,1.44,1.43,1.49,1
227.34,210.86,210.18,0.95,1.0,0.91,1
224.45,223.37,223.54,1.11,1.1,1.1,0
222.25,221.87,223.34,1.0,1.02,1.02,0
210.55,216.33,210.03,1.19,1.36,0.84,1
212.59,212.19,228.67,1.19,1.18,1.18,0
226.46,215.97,220.29,1.29,1.46,0.83,1
232.55,231.25,218.51,0.99,1.24,1.28,1
219.45,228.57,224.96,1.48,0.94,1.07,1
221.4,222.22,221.07,1.09,1.11,1.12,0
223.62,222.76,223.59,1.13,1.15,1.12,0
234.91,221.31,226.39,0.85,1.43,0.94,1
233.77,215.45,211.52,0.85,1.1,1.25,1
216.52,232.59,227.58,1.24,1.46,0.98,1
220.51,221.11,220.66,1.05,1.08,1.05,0
224.72,212.52,228.17,1.16,0.82,1.47,1
222.03,222.03,221.28,1.14,1.16,1.16,0
222.97,223.69,223.05,1.21,1.18,1.2,0
223.57,221.86,223.78,1.1,1.11,1.11,0
224.21,225.45,224.77,1.07,1.06,1.05,0
223.35,223.41,221.7,1.09,1.08,1.09,0
216.25,221.59,227.2,0.9,1.19,0.95,1
221.55,221.96,221.3,1.16,1.15,1.17,0
224.42,224.4,224.47,1.12,1.11,1.12,0
229.49,213.29,214.53,0.98,1.01,0.92,1
223.32,223.92,222.71,1.16,1.14,1.17,0
220.43,220.2,220.05,1.01,0.99,1.0,0
224.02,225.25,225.06,1.14,1.13,1.15,0
220.09,220.12,220.02,1.06,1.06,1.04,0
229.22,227.33,227.96,1.18,1.28,1.46,1
224.15,223.76,224.73,1.04,1.04,1.0,1
224.45,223.99,225.54,0.99,1.0,1.01,0
223.12,222.96,223.47,1.19,1.19,1.2,0
224.66,223.76,225.47,1.01,1.03,0.99,0
221.43,220.9,221.78,1.11,1.13,1.09,0
211.84,210.62,218.11,1.04,0.88,1.3,1
222.57,223.24,222.66,1.1,1.09,1.08,0
221.1,221.24,220.87,1.06,1.04,1.06,0
218.27,228.22,234.07,1.09,1.15,1.34,1
221.15,221.83,221.51,1.1,1.09,1.11,0
230.2,215.71,214.77,1.16,1.22,1.47,1
220.61,212.41,233.91,1.46,1.03,0.93,1
225.29,225.19,224.27,1.04,1.04,1.02,0
221.29,225.98,217.82,1.22,1.48,1.23,1
233.54,213.09,229.01,1.37,0.85,0.96,1
221.0,220.72,221.53,1.2,1.18,1.21,0
222.2,221.96,221.72,1.33,1.05,1.01,1
220.85,220.03,219.61,1.15,1.19,1.18,0
224.31,231.63,224.02,1.43,1.32,1.12,1
223.73,224.03,219.17,1.1,1.36,0.87,1
220.94,223.67,210.24,1.4,1.08,1.15,1
223.33,223.3,223.53,1.01,0.98,0.99,0
214.6,230.05,234.48,1.17,1.01,0.99,1
221.09,220.65,220.99,1.16,1.17,1.15,0
224.79,224.78,225.04,1.09,1.1,1.1,0
223.57,223.26,222.53,1.18,1.15,1.14,0
221.59,229.93,215.85,1.39,1.32,0.91,1
220.27,221.09,221.12,1.11,1.12,1.13,0
222.11,221.44,222.69,1.14,1.15,1.14,0
223.81,225.46,224.39,1.08,1.08,1.09,0
222.82,224.04,223.1,1.19,1.17,1.17,0
224.01,222.62,223.45,1.12,1.09,1.11,0
223.88,231.85,232.2,1.23,1.48,0.96,1
224.21,230.94,218.96,1.3,1.35,1.08,1
219.71,220.52,219.52,1.1,1.12,1.1,0
233.76,218.72,212.85,1.02,1.33,1.3,1
223.87,224.24,224.81,1.06,1.07,1.08,0
228.27,210.34,220.01,0.89,1.28,0.97,1
223.19,223.91,223.67,1.02,1.02,1.05,0
221.4,220.78,220.45,1.08,1.1,1.12,0
219.76,210.77,221.11,0.87,1.17,1.48,1
223.57,223.69,223.82,1.14,1.16,1.15,0
222.52,222.33,222.38,1.14,1.16,1.16,0
217.87,224.29,228.49,0.83,0.86,0.89,1
210.49,212.22,218.42,1.19,1.04,1.29,1
222.17,223.36,222.74,1.17,1.19,1.16,0
224.46,225.52,225.11,1.15,1.11,1.14,0
218.88,225.69,217.04,1.1,1.28,0.87,1
223.06,223.63,224.17,1.01,1.02,1.0,0
224.53,225.31,225.43,1.05,1.05,1.03,0
221.54,221.55,220.05,1.0,1.03,0.99,1
221.33,219.86,221.38,1.15,1.13,1.13,0
221.23,219.55,221.32,1.12,1.1,1.11,0
224.75,225.79,225.16,1.15,1.17,1.17,0
234.54,225.3,217.28,1.33,1.27,1.44,1
222.0,221.66,221.24,1.08,1.07,1.07,0
220.09,216.35,228.1,1.1,1.24,0.84,1
221.69,221.73,221.36,1.07,1.09,1.08,0
219.99,214.29,210.17,1.33,0.9,0.98,1
233.25,224.54,210.04,1.37,1.11,1.37,1
210.44,219.22,210.29,1.19,1.4,0.88,1
225.29,229.62,225.14,1.22,0.89,0.88,1
224.6,224.98,224.45,1.02,1.0,1.0,0
219.51,228.27,210.45,0.86,1.2,1.33,1
223.77,223.85,224.26,1.06,1.1,1.08,0
215.68,223.58,215.15,1.17,0.89,0.98,1
225.0,224.85,224.29,1.07,1.08,1.08,0
211.45,214.31,211.71,1.41,1.22,1.03,1
221.84,221.3,222.46,1.11,1.13,1.13,0
218.06,232.37,222.42,0.92,1.25,1.42,1
213.87,217.62,222.08,1.45,1.13,1.28,1
229.85,219.39,230.67,0.84,1.17,1.01,1
225.68,225.62,224.26,1.06,1.08,1.07,0
222.63,221.61,222.95,1.06,1.03,1.06,1
217.08,227.4,218.63,1.23,0.84,0.83,1
221.96,223.45,222.94,1.13,1.13,1.11,0
233.84,215.78,211.29,1.34,1.39,1.5,1
224.2,224.41,225.82,1.13,1.14,1.14,0
224.05,223.97,224.34,1.12,1.08,1.1,0
216.13,228.19,212.86,1.09,0.8,1.04,1
231.84,210.37,225.77,1.29,1.18,1.39,1
223.82,218.89,223.48,0.82,0.97,1.16,1
230.05,229.62,217.17,1.11,1.04,0.81,1
233.02,210.09,232.4,0.93,1.18,1.27,1
223.02,222.89,222.91,1.12,1.14,1.14,0
216.84,233.12,220.69,1.32,1.19,1.49,1
221.12,221.09,221.9,1.03,1.02,1.0,0
223.93,224.07,223.91,1.03,1.02,1.03,0
224.5,224.44,222.6,1.17,1.17,1.15,0
223.38,223.38,224.02,1.05,1.06,1.05,0
221.33,222.06,222.22,1.13,1.09,1.13,1
226.43,210.78,230.89,1.31,1.07,0.89,1
211.22,232.09,234.01,1.26,1.15,1.27,1
214.62,214.27,226.41,1.27,0.85,1.43,1
223.61,224.36,223.8,1.08,1.07,1.06,0
226.77,217.1,228.22,1.3,0.87,1.47,1
219.75,219.68,220.88,1.13,1.13,1.11,0
211.99,212.1,234.79,1.12,1.07,1.37,1
230.42,221.36,223.03,1.5,1.22,0.86,1
221.89,228.46,218.32,0.81,1.31,1.45,1
222.02,220.56,221.5,1.16,1.14,1.14,0
231.51,226.37,226.41,1.46,0.87,0.9,1
222.44,223.17,222.14,1.02,1.02,1.0,0
221.98,221.6,222.77,1.21,1.21,1.18,0
221.29,222.19,221.2,1.16,1.14,1.13,0
223.16,222.62,222.27,1.06,1.05,1.07,0
223.12,222.8,223.57,1.17,1.17,1.16,0
222.16,222.07,222.26,1.11,1.1,1.12,0
226.98,212.79,218.78,0.94,1.27,1.23,1
220.99,221.22,220.48,1.06,1.05,1.09,0
223.56,223.62,222.77,1.02,1.01,1.03,0
220.36,219.86,219.74,1.08,1.07,1.06,0
221.34,222.21,221.63,1.13,1.16,1.16,0
223.32,223.39,223.45,1.0,1.0,1.01,0
213.71,223.75,230.19,1.04,1.04,1.22,1
232.15,212.72,211.43,0.91,1.25,1.09,1
228.81,234.85,217.2,1.09,0.88,0.81,1
227.65,212.87,221.3,1.03,1.27,0.95,1
220.45,220.58,220.84,1.05,1.02,1.06,0
222.43,221.64,221.72,1.01,1.02,1.01,0
220.86,222.55,221.72,1.14,1.14,1.12,0
212.81,213.02,211.05,1.45,1.16,0.85,1
227.45,214.17,231.41,0.89,1.15,1.34,1
224.82,224.39,224.85,1.19,1.21,1.18,0
228.1,220.59,230.24,1.27,1.04,0.83,1
223.24,222.46,223.75,1.13,1.16,1.15,0
232.82,226.23,212.71,1.42,1.33,1.3,1
226.54,219.77,230.36,1.43,1.19,1.37,1
223.95,223.65,223.23,1.14,1.13,1.12,0
225.67,224.96,224.28,1.17,1.18,1.19,0
225.19,223.01,214.69,0.87,1.4,1.14,1
223.25,223.08,224.61,1.19,1.17,1.16,0
221.23,221.12,221.86,1.1,1.11,1.09,0
233.8,231.47,212.9,1.28,1.07,1.14,1
222.47,222.43,223.24,1.07,1.04,1.05,0
222.58,223.6,222.78,1.07,1.05,1.08,0
220.79,221.2,220.58,1.13,1.11,1.11,0
221.86,221.24,221.21,1.18,1.2,1.21,0
226.14,210.07,212.02,0.94,1.02,0.98,1
214.17,223.58,214.04,1.45,0.94,0.98,1
224.4,224.96,224.69,1.14,1.16,1.15,0
222.36,223.54,221.7,1.03,1.02,1.01,0
229.34,221.03,231.12,0.97,1.07,1.0,1
222.46,223.85,223.73,1.09,1.1,1.08,0
229.74,213.49,219.95,0.98,0.88,0.97,1
219.3,211.85,226.1,0.83,1.48,1.23,1
220.32,219.94,220.12,1.01,1.02,1.02,0
223.16,224.58,222.76,1.17,1.17,1.16,0
230.96,223.49,228.33,1.13,0.92,1.13,1
224.6,223.64,224.71,1.05,1.06,1.04,0
214.32,226.36,226.9,1.44,1.07,1.48,1
231.18,219.98,224.22,0.85,0.83,1.08,1
223.18,225.02,224.87,1.48,1.27,1.09,1
220.99,220.39,221.03,1.11,1.14,1.13,0
225.35,224.86,225.43,1.13,1.13,1.12,0
224.9,224.06,224.42,1.09,1.07,1.09,0
225.73,226.63,213.53,0.87,1.19,0.91,1
224.24,225.27,224.86,1.15,1.14,1.12,0
221.17,219.9,220.14,1.09,1.09,1.1,0
230.73,223.21,227.58,1.44,0.99,1.47,1
220.64,221.12,221.27,1.11,1.11,1.13,0
226.83,218.92,232.54,0.82,1.01,0.91,1
211.68,232.34,215.26,1.2,0.94,0.91,1
219.85,220.71,219.43,1.01,1.01,1.0,0
222.87,223.01,222.92,1.14,1.15,1.12,0
229.02,211.61,228.79,1.14,1.33,1.48,1
222.17,222.15,223.42,1.02,1.01,0.99,0
219.94,220.89,210.2,0.93,1.46,1.46,1
211.84,210.25,221.58,1.24,0.89,1.28,1
221.38,221.04,220.82,1.16,1.13,1.13,0
224.67,225.87,225.83,1.05,1.04,1.05,0
221.64,221.61,222.84,1.15,1.13,1.14,0
222.36,222.38,223.56,1.08,1.1,1.08,0
221.93,221.17,222.3,1.02,1.05,1.05,0
222.08,221.84,222.94,0.99,0.99,1.01,0
223.87,224.47,223.62,1.09,1.08,1.1,0
220.98,220.16,220.47,1.0,1.01,1.03,0
221.14,219.87,219.95,1.11,1.1,1.1,0
220.94,235.0,226.45,1.11,0.86,1.17,1
232.82,216.32,228.16,1.4,1.19,0.83,1
224.86,223.91,224.39,1.12,1.13,1.12,0
224.49,224.92,224.35,1.17,1.19,1.16,0
223.56,223.83,223.99,1.11,1.1,1.11,0
212.29,224.81,212.86,1.14,1.08,1.29,1
219.36,214.1,216.64,0.81,1.16,1.17,1
223.52,224.6,223.16,1.08,1.06,1.07,0
218.79,234.62,226.45,1.41,0.82,1.04,1
234.29,227.34,234.61,1.12,1.38,1.44,1
213.94,213.53,233.87,1.32,1.34,1.32,1
222.85,221.76,222.79,1.12,1.13,1.13,0
233.21,228.74,221.16,1.03,1.32,1.11,1
223.4,223.14,222.0,1.19,1.19,1.18,0
230.77,210.04,212.4,1.1,0.93,1.19,1
223.65,224.71,223.72,1.08,1.08,1.05,0
233.65,211.06,233.64,1.22,0.97,1.48,1
224.58,224.07,225.9,1.07,1.09,1.09,0
218.13,227.56,232.18,0.83,1.18,1.0,1
231.78,230.1,214.66,1.5,1.15,0.82,1
212.81,225.96,230.78,0.86,1.48,1.25,1
218.12,215.93,232.74,1.05,0.9,1.35,1
223.25,223.9,223.55,1.09,1.09,1.1,0
211.45,225.92,226.0,1.25,1.32,1.43,1
226.14,210.99,232.09,1.47,0.83,1.15,1
223.52,223.64,223.49,1.11,1.1,1.09,0
222.92,223.33,224.58,1.06,1.04,1.06,0
221.94,221.76,222.59,1.14,1.14,1.11,0
224.33,223.83,224.42,1.14,1.12,1.12,0
214.35,211.22,231.25,1.26,1.4,1.31,1
229.63,214.94,221.66,1.15,1.08,1.17,1
222.01,220.66,220.69,1.01,1.05,1.03,0
213.62,229.01,217.98,1.22,1.08,1.48,1
214.09,210.85,219.65,1.05,1.32,1.34,1
224.34,222.96,210.9,1.1,0.85,1.41,1
224.53,215.1,210.08,1.37,1.25,1.19,1
221.23,221.0,221.5,1.2,1.19,1.18,0
222.95,222.91,221.13,1.08,1.06,1.09,0
224.27,224.83,223.95,1.04,1.03,1.04,0
213.6,211.63,221.27,0.9,1.36,1.1,1
213.05,225.87,215.08,1.16,0.92,1.14,1
223.72,223.31,223.29,1.05,1.05,1.05,0
222.61,222.13,223.01,1.06,1.09,1.08,0
229.43,214.51,214.53,1.16,1.33,1.01,1
223.95,224.05,224.23,1.14,1.12,1.13,0
224.3,224.45,224.45,1.0,0.99,1.0,0
223.36,222.39,222.38,1.11,1.12,1.12,0
219.95,220.28,220.91,1.16,1.17,1.2,0
231.49,224.19,212.58,1.35,1.28,0.84,1
225.08,225.68,224.24,1.1,1.1,1.08,0
222.01,222.16,221.43,1.17,1.19,1.2,0
224.15,224.33,224.08,1.14,1.14,1.15,0
228.4,229.86,210.56,0.81,0.89,1.07,1
233.34,220.42,216.68,1.03,0.83,1.01,1
221.82,222.1,222.5,1.13,1.13,1.14,0
224.66,215.8,234.83,1.14,1.07,1.13,1
225.4,226.66,215.23,1.47,1.41,1.33,1
226.16,213.83,233.56,1.19,0.98,1.0,1
210.39,223.13,228.07,1.38,1.42,0.87,1
224.42,223.93,224.64,1.08,1.06,1.07,0
229.22,234.48,232.48,1.22,0.98,1.0,1
220.37,220.98,220.29,1.1,1.1,1.11,0
222.06,222.54,221.08,1.12,1.09,1.1,0
220.92,220.88,220.52,1.06,1.05,1.07,0
224.05,231.07,233.07,1.41,0.93,1.3,1
222.65,222.25,222.51,1.21,1.18,1.21,0
213.19,218.25,224.57,0.93,1.46,1.21,1
223.78,223.15,222.33,1.15,1.14,1.16,0
215.61,218.9,228.07,1.34,1.27,1.31,1
225.92,217.77,216.19,1.38,0.92,1.07,1
224.7,224.04,225.37,1.12,1.12,1.1,0
225.42,222.14,215.92,1.12,1.03,0.83,1
221.55,222.63,221.46,1.05,1.06,1.04,0
214.2,218.82,230.95,1.27,1.23,0.99,1
224.8,228.25,219.0,0.85,0.94,0.8,1
222.2,223.76,223.29,1.09,1.09,1.11,0
217.08,225.56,229.54,1.01,1.42,1.01,1
221.63,221.75,220.91,1.17,1.17,1.17,0
226.83,234.33,225.74,1.18,0.8,1.13,1
222.68,221.5,221.36,1.04,1.05,1.03,0
217.14,214.1,210.29,1.11,1.03,1.41,1
223.27,230.65,216.95,0.91,1.22,0.82,1
215.28,232.53,213.51,0.81,0.83,1.06,1
220.06,212.55,227.78,1.01,1.32,1.27,1
227.08,217.5,234.9,1.04,1.23,1.04,1
220.48,221.53,221.92,1.05,1.08,1.08,0
222.85,223.07,224.35,1.18,1.18,1.2,0
215.29,216.82,210.15,0.97,1.08,1.21,1
210.11,221.62,227.99,0.93,1.41,1.04,1
228.74,212.92,234.04,1.43,0.98,1.13,1
220.97,220.85,219.27,1.13,1.14,1.11,0
224.08,223.72,222.48,1.03,1.0,1.0,0
220.47,220.97,221.29,1.06,1.06,1.05,0
217.66,213.04,228.87,0.89,1.11,1.3,1
223.05,223.82,223.56,1.1,1.08,1.08,0
218.86,216.42,223.99,1.4,1.07,1.37,1
224.47,223.13,218.01,1.14,1.42,0.86,1
224.66,223.88,224.6,1.02,0.99,1.0,0
232.45,232.86,230.04,0.97,1.43,1.07,1
220.46,220.26,220.28,1.16,1.18,1.2,0
223.84,223.49,223.8,1.08,1.05,1.05,0
232.78,221.64,234.75,1.09,1.32,1.22,1
221.79,222.17,223.1,1.14,1.14,1.17,0
222.94,223.6,223.5,1.07,1.07,1.06,0
222.75,211.74,227.5,0.85,1.44,1.31,1
226.73,231.53,219.42,1.41,1.23,0.85,1
227.39,222.91,219.06,1.07,1.42,0.96,1
222.24,212.4,225.54,0.82,1.27,1.22,1
223.73,224.13,225.23,1.06,1.04,1.06,0
233.46,221.44,226.16,1.16,0.99,1.02,1
215.11,214.39,218.95,1.18,1.38,0.91,1
221.54,221.48,222.09,1.17,1.16,1.17,0
229.14,216.85,234.33,1.06,1.39,1.19,1
232.12,228.68,217.71,1.33,0.91,0.81,1
223.01,216.98,230.64,1.5,0.91,1.16,1
230.26,221.37,221.29,1.1,1.08,1.47,1
223.55,222.38,223.25,1.07,1.08,1.07,0
226.84,212.21,211.43,0.99,1.46,1.09,1
229.68,217.35,223.67,1.24,1.18,1.16,1
222.65,221.46,222.68,1.13,1.12,1.11,0
217.33,221.77,227.32,0.89,1.22,1.05,1
219.53,220.18,221.36,1.11,1.1,1.12,0
222.85,222.28,222.26,1.2,1.19,1.18,0
223.21,229.07,225.61,1.06,1.16,1.2,1
232.99,215.36,211.32,1.39,0.99,1.2,1
220.67,219.36,210.67,1.27,1.35,0.89,1
230.87,223.83,229.66,1.37,1.23,1.23,1
224.9,223.77,223.82,1.14,1.14,1.12,0
221.69,219.04,221.24,1.4,1.02,1.36,1
231.19,224.26,215.72,1.45,0.98,1.29,1
229.21,226.15,217.8,1.48,1.01,0.81,1
223.76,224.68,224.26,1.03,1.02,1.04,0
224.83,224.14,224.42,1.12,1.14,1.14,0
216.09,222.79,220.71,1.28,0.83,0.88,1
220.4,218.64,224.11,0.92,0.87,1.24,1
223.08,223.52,224.49,1.13,1.13,1.13,0
213.11,214.27,233.37,1.09,1.25,1.38,1
222.47,221.26,221.43,1.09,1.08,1.09,0
223.08,222.5,222.31,1.09,1.12,1.1,0
220.64,223.76,232.14,1.34,0.95,1.14,1
224.99,224.89,224.65,1.19,1.17,1.17,0
224.69,234.26,214.72,0.98,1.26,1.5,1
227.97,220.63,213.14,1.19,1.05,1.08,1
216.58,211.01,210.43,1.09,1.04,1.02,1
222.88,222.98,223.64,1.07,1.08,1.09,0
222.77,218.68,225.76,1.06,1.48,0.93,1
218.85,227.92,214.66,0.93,0.9,1.14,1
221.4,221.4,221.86,1.05,1.06,1.07,0
223.94,223.02,224.32,1.15,1.17,1.16,0
218.67,218.53,230.72,1.16,1.3,1.05,1
222.24,216.2,220.09,0.91,0.92,1.35,1
221.05,222.04,220.79,1.06,1.04,1.04,0
229.03,231.88,214.09,0.88,1.11,1.49,1
229.21,219.34,225.15,1.19,1.4,0.96,1
231.87,233.88,214.42,1.17,1.27,1.19,1
221.07,212.6,217.58,0.99,1.3,1.04,1
221.06,220.96,219.97,1.11,1.13,1.12,0
219.29,224.71,224.01,1.18,0.85,1.31,1
213.46,230.35,216.67,1.36,1.31,1.41,1
221.82,222.69,221.34,1.12,1.12,1.1,0
222.25,217.0,214.48,1.36,1.1,0.83,1
224.57,223.67,223.74,1.01,1.0,1.0,0
223.22,219.79,219.4,1.07,0.82,1.27,1
217.39,228.46,216.35,1.11,1.22,0.97,1
221.76,222.15,221.24,1.06,1.07,1.08,0
224.52,213.03,212.09,1.18,1.04,1.1,1
224.1,224.79,224.22,1.16,1.17,1.14,0
229.07,230.27,213.45,1.49,1.29,1.15,1
222.96,222.87,223.3,1.09,1.09,1.1,0
213.57,222.82,213.54,1.33,1.5,1.18,1
212.72,214.54,226.73,1.04,1.39,1.27,1
217.37,219.76,230.56,1.2,1.08,1.15,1
222.59,222.23,221.97,1.08,1.08,1.07,0
219.13,220.96,219.1,1.09,1.09,1.11,0
231.81,222.21,217.23,1.11,0.99,1.46,1
222.03,221.28,222.4,1.15,1.13,1.15,0
222.56,224.12,223.0,1.04,1.06,1.05,0
221.82,222.37,223.24,1.07,1.05,1.07,0
223.31,223.84,222.83,1.15,1.14,1.12,0
222.51,215.32,215.29,1.45,1.15,0.86,1
220.22,220.53,220.16,1.16,1.16,1.15,0
220.56,219.46,220.63,1.17,1.17,1.15,0
216.04,219.72,222.12,1.11,0.9,0.88,1
221.71,217.24,218.11,1.04,1.37,1.1,1
213.82,214.07,227.8,1.46,1.48,1.04,1
229.9,211.78,217.5,1.08,1.18,1.36,1
213.8,221.95,216.63,1.28,1.44,1.15,1
221.61,221.51,221.8,1.09,1.09,1.11,0
220.53,221.3,220.91,1.02,1.01,1.03,0
222.74,214.22,220.75,1.45,0.9,0.97,1
221.97,221.88,222.46,1.05,1.08,1.08,0
222.97,233.31,232.05,1.12,1.44,0.87,1
222.56,227.9,222.94,0.8,1.37,0.94,1
221.46,221.54,221.65,1.18,1.15,1.17,0
222.57,221.84,221.74,1.07,1.05,1.08,0
212.44,230.03,213.55,1.11,1.13,1.37,1
217.71,227.79,219.96,1.21,1.26,0.83,1
215.55,226.68,231.2,1.44,1.27,1.34,1
222.86,221.78,222.22,1.17,1.14,1.14,0
224.73,221.79,222.93,1.47,1.17,1.06,1
220.11,234.48,222.96,0.83,1.47,1.39,1
223.6,227.96,212.24,0.8,1.31,1.24,1
221.01,220.76,221.23,1.2,1.18,1.21,0
225.17,224.44,224.0,1.0,1.03,1.02,0
214.82,233.05,220.11,0.82,1.47,1.13,1
216.39,228.43,212.59,0.99,0.84,1.31,1
211.76,216.67,223.68,0.91,0.96,1.29,1
230.45,217.63,230.84,1.42,1.43,1.03,1
219.76,220.96,219.86,1.17,1.17,1.15,0
224.83,216.24,214.85,1.39,1.25,1.34,1
220.52,225.16,233.92,0.9,1.43,0.92,1
223.03,220.13,219.75,0.87,1.42,1.23,1
215.96,221.6,213.99,1.29,1.17,1.26,1
225.51,218.63,230.63,0.97,1.3,0.95,1
232.16,224.2,211.84,1.17,0.92,1.49,1
223.35,223.1,222.59,1.04,1.03,1.0,1
233.89,214.83,234.34,1.1,0.96,1.14,1
224.05,225.08,224.73,1.09,1.09,1.11,0
222.61,223.44,221.81,1.14,1.12,1.13,0
221.73,221.3,222.5,1.15,1.12,1.12,0
219.27,234.65,217.94,1.38,1.42,1.31,1
221.93,221.34,222.34,1.15,1.15,1.13,0
216.79,222.22,232.71,1.49,1.35,1.33,1
224.82,211.51,230.03,0.98,1.15,1.39,1
210.88,224.25,215.19,0.9,1.47,0.86,1
222.49,221.49,221.76,1.01,1.02,1.04,0
217.8,232.22,213.23,1.14,1.48,0.99,1
219.67,219.65,219.49,1.21,1.18,1.18,0
222.46,223.38,221.79,1.06,1.06,1.07,0
222.01,223.43,222.69,1.07,1.07,1.06,0
220.02,210.21,231.04,1.29,1.14,1.23,1
211.54,218.71,219.64,1.34,1.25,1.23,1
213.53,226.36,211.42,0.97,1.48,0.91,1
224.39,224.21,224.48,1.16,1.2,1.18,0
218.23,226.15,221.01,1.42,1.21,1.47,1
220.6,217.97,228.48,1.16,1.26,1.23,1
214.02,233.91,210.93,1.01,1.11,1.28,1
225.64,224.8,228.92,1.08,1.14,1.35,1
221.47,223.05,221.71,1.18,1.18,1.15,0
223.66,222.52,223.84,1.01,1.0,1.03,0
232.19,211.39,221.54,1.22,1.48,1.17,1
232.67,210.34,210.74,1.12,1.14,1.12,1
220.61,220.58,220.97,1.08,1.05,1.05,0
223.97,223.76,224.49,1.04,1.05,1.05,0
219.25,219.74,220.86,1.19,1.16,1.2,0
221.54,211.04,213.72,0.98,1.18,1.04,1
225.05,225.17,224.63,1.15,1.12,1.11,0
234.87,223.89,234.23,0.96,1.0,1.49,1
219.75,220.06,219.68,1.01,1.02,1.01,0
224.23,224.45,223.38,1.03,1.04,1.03,0
219.05,225.67,231.58,0.88,1.49,0.85,1
234.76,210.33,233.17,1.39,1.26,1.04,1
217.93,216.44,213.0,0.81,0.9,1.31,1
213.42,217.74,228.22,0.85,1.06,1.32,1
221.71,222.89,221.8,1.18,1.18,1.17,0
223.5,223.2,223.44,1.03,1.04,1.03,0
227.07,221.52,213.24,1.3,1.21,1.05,1
224.26,224.97,225.03,0.99,1.0,1.03,1
224.63,223.91,225.08,1.07,1.09,1.1,0
223.67,223.1,224.55,1.14,1.15,1.16,0
229.73,217.97,225.66,1.22,1.04,1.02,1
213.58,217.2,234.0,1.25,1.17,1.26,1
220.78,226.49,231.97,1.34,1.42,1.02,1
217.08,210.35,223.64,0.86,1.02,0.85,1
225.77,225.21,224.88,1.1,1.11,1.11,0
228.24,221.29,210.32,1.21,1.42,1.33,1
219.68,220.54,219.39,1.19,1.19,1.19,0
223.09,210.46,230.61,1.39,0.86,1.31,1
229.08,230.65,226.35,1.5,1.26,1.15,1
233.47,215.98,227.79,0.91,1.19,0.99,1
231.49,214.15,218.81,0.93,1.3,1.36,1
221.1,220.41,219.4,1.18,1.22,1.2,0
224.3,224.01,225.26,1.0,1.01,1.03,0
220.88,221.02,221.13,1.08,1.08,1.11,0
222.56,222.49,222.89,1.05,1.04,1.02,0
223.97,223.03,223.79,1.14,1.16,1.14,0
232.65,228.88,219.61,1.03,1.12,0.91,1
231.93,225.69,222.45,0.96,1.15,1.14,1
229.83,215.24,224.43,1.0,0.88,0.99,1
222.99,222.31,223.84,1.08,1.09,1.09,0
220.47,220.03,219.81,1.17,1.18,1.18,0
220.12,220.5,220.25,1.09,1.09,1.1,0
231.25,234.05,234.75,1.03,0.91,1.08,1
218.63,216.89,219.31,0.82,0.81,1.34,1
228.89,231.47,227.4,1.08,1.08,1.12,1
223.83,225.1,223.75,1.1,1.12,1.1,0
222.8,222.63,223.59,1.03,1.03,1.02,0
224.14,223.33,223.05,1.05,1.08,1.08,0
219.67,217.6,229.92,1.32,1.45,1.4,1
230.86,214.81,232.43,1.39,1.05,1.37,1
220.29,221.7,220.04,1.09,1.07,1.07,0
210.79,227.44,217.36,1.04,1.32,1.4,1
233.69,229.77,221.55,0.9,1.43,1.4,1
222.37,222.7,221.37,1.12,1.11,1.09,0
221.13,220.5,219.9,1.02,1.0,1.03,0
223.22,223.15,221.84,1.16,1.15,1.15,0
222.46,232.49,234.67,0.88,0.91,0.86,1
226.09,227.53,211.88,1.08,1.09,0.85,1
232.25,233.9,225.64,1.22,1.24,1.38,1
222.12,223.72,223.61,1.18,1.17,1.16,0
