V_R,V_S,V_T,Kondisi
214.62,210.87,227.45,0
225.75,217.37,227.04,0
226.23,212.09,226.08,0
225.1,21.07,228.33,1
229.59,216.33,246.03,1
162.62,211.65,213.27,1
224.52,209.15,218.72,0
212.51,255.57,210.97,1
222.6,229.39,219.33,0
218.24,217.12,252.0,1
228.32,221.53,214.79,0
